name,date,number,volume,first,high,low,value,last,close
باما,1399/04/08,1727,1048000,184890,184890,184890,1.93717E+11,184890,184890
باما,1399/04/09,1876,1524000,175650,175650,175650,2.67642E+11,175650,175650
باما,1399/04/10,1903,2148000,184430,184430,184430,3.96134E+11,184430,184430
باما,1399/04/11,979,1896000,193650,193650,193650,3.67247E+11,193650,193650
باما,1399/04/14,12049,13053000,203330,203330,183980,2.59312E+12,203330,198660
باما,1399/04/15,4555,4342000,208590,208590,205000,9.02787E+11,208590,207920
باما,1399/04/16,720,984167,218310,218310,218310,2.14853E+11,218310,218310
باما,1399/04/17,4900,5425000,229220,229220,222220,1.24332E+12,229200,229200
باما,1399/04/18,14645,8911000,229000,240660,217740,2.05228E+12,217740,230320
باما,1399/04/21,7356,3887000,218810,240000,218810,8.83554E+11,235000,227300
باما,1399/04/22,5534,4097000,238660,238660,229000,9.71641E+11,232100,237170
باما,1399/04/23,5574,4463000,233000,233000,225320,1.00745E+12,225320,225750
باما,1399/04/24,2945,1737000,225000,225320,214470,3.74181E+11,214470,215450
باما,1399/04/25,1911,1396000,204680,204680,204680,2.85697E+11,204680,204680
باما,1399/04/28,2913,4217000,214910,214910,214910,9.06354E+11,214910,214910
باما,1399/04/29,1078,2312000,225650,225650,225650,5.21756E+11,225650,225650
باما,1399/04/30,1638,2771000,236930,236930,236930,6.5648E+11,236930,236930
باما,1399/04/31,11307,8313000,248770,248770,237030,2.06267E+12,248770,248140
باما,1399/05/01,2413,2865000,260540,260540,260540,7.46485E+11,260540,260540
باما,1399/05/04,607,629579,273560,273560,273560,1.72228E+11,273560,273560
باما,1399/05/05,650,1229000,287230,287230,287230,3.52982E+11,287230,287230
باما,1399/05/26,1467,326025,247860,247860,247860,80809000000,247860,249220
باما,1399/05/27,9016,5851000,236760,247000,236760,1.38832E+12,236760,237280
باما,1399/05/28,9706,8199000,249140,249140,239000,2.03715E+12,249140,248470
باما,1399/05/29,2695,784565,241000,254500,236050,1.88129E+11,236050,239790
باما,1399/06/01,5183,3161000,251000,251000,227810,7.37871E+11,227810,233430
باما,1399/06/02,1000,326953,221760,221760,221760,72505000000,221760,223890
باما,1399/06/03,636,186002,212700,212700,212700,39563000000,212700,218690
باما,1399/06/04,11355,7328000,207760,228800,207760,1.58132E+12,220300,215780
باما,1399/06/05,2698,1770000,226000,226560,220000,3.99611E+11,226560,225750
باما,1399/06/10,9605,5341000,237030,237030,214470,1.2005E+12,214700,224780
باما,1399/06/11,817,218472,213550,213550,213550,46655000000,213550,218650
باما,1399/06/12,541,145052,207720,207720,207720,30130000000,207720,214690
باما,1399/06/15,6047,7284000,203960,213550,203960,1.48925E+12,209000,204450
باما,1399/06/16,4558,2416000,209200,209410,194230,4.78775E+11,194230,198150
باما,1399/06/17,264,48988,188250,188250,188250,9222000000,188250,196940
باما,1399/06/18,243,42098,187100,187100,187100,7877000000,187100,195900
باما,1399/06/19,6355,5836000,186110,195000,186110,1.09078E+12,186400,186900
باما,1399/06/22,9269,4468000,194940,194940,177560,8.191E+11,179580,183310
باما,1399/06/23,743,247520,174150,174150,174150,43106000000,174150,177640
باما,1399/06/24,7879,7083000,168760,177640,168760,1.21019E+12,171600,170860
باما,1399/06/25,2380,2943000,178000,179400,175000,5.2677E+11,179400,179000
باما,1399/07/14,562,1858000,154230,154230,154230,2.86524E+11,154230,154230
باما,1399/07/15,334,1560000,161940,161940,161940,2.52588E+11,161940,161940
باما,1399/07/16,648,4555000,170030,170030,170030,7.74484E+11,170030,170030
باما,1399/07/20,17748,11570000,190000,199500,184010,2.23732E+12,190980,193380
باما,1399/07/21,12267,7893000,183720,196990,183720,1.46851E+12,183750,186050
باما,1399/07/22,8248,3551000,184990,193980,178010,6.6863E+11,191500,188300
باما,1399/07/23,7501,4824000,193000,196010,182100,9.19289E+11,189980,190580
باما,1399/07/27,9411,9128000,193500,200100,191010,1.81797E+12,200100,199160
باما,1399/07/28,7741,4018000,197200,200000,189210,7.75604E+11,189210,193040
باما,1399/07/29,1529,947277,183390,183390,183390,1.73721E+11,183390,183390
باما,1399/07/30,9930,5199000,186000,192550,176000,9.67537E+11,180570,186100
باما,1399/08/03,2079,979844,180030,186200,176800,1.74903E+11,176800,178500
باما,1399/08/05,1187,799825,169580,169580,169580,1.35634E+11,169580,169580
باما,1399/08/06,2307,1653000,161110,168500,161110,2.66622E+11,161110,161300
باما,1399/08/07,6656,4872000,153240,168500,153240,7.66719E+11,159900,157370
باما,1399/08/10,4379,3268000,162000,165230,157500,5.37438E+11,165230,164430
باما,1399/08/11,4944,4128000,168770,168770,156210,6.55127E+11,156210,158720
باما,1399/08/12,3309,1769000,150990,159890,150990,2.71841E+11,151990,153630
باما,1399/08/14,3195,2317000,156900,161310,154010,3.71917E+11,161310,160520
باما,1399/08/17,620,544338,152500,152500,152500,83012000000,152500,152500
باما,1399/08/18,382,380744,144880,144880,144880,55162000000,144880,145250
باما,1399/09/30,11533,36723000,22490,22490,21150,7.84494E+11,21150,21360
باما,1399/10/01,45035,234574000,20300,22420,20300,5.01525E+12,22420,21380
باما,1399/10/02,1080,5673000,22440,22440,22440,1.27292E+11,22440,22440
باما,1399/10/03,1257,11639000,23560,23560,23560,2.74224E+11,23560,23560
باما,1399/10/06,1829,21577000,24730,24730,24730,5.33597E+11,24730,24730
باما,1399/10/07,1726,14933000,25960,25960,25960,3.87648E+11,25960,25960
باما,1399/10/08,1663,14817000,27250,27250,27250,4.03766E+11,27250,27250
باما,1399/10/09,116061,482342000,28610,28610,25890,1.29942E+13,25890,26940
باما,1399/10/10,52321,171867000,25600,27700,25600,4.51977E+12,25880,26300
باما,1399/10/13,17071,68792000,26440,26440,24990,1.73125E+12,24990,25170
باما,1399/10/14,22983,78902000,24000,25660,23920,1.92176E+12,23920,24360
باما,1399/10/15,29081,106469000,24250,25570,23500,2.65372E+12,25570,24920
باما,1399/10/16,29818,94134000,25860,26160,24920,2.44723E+12,26160,26000
باما,1399/10/17,25219,81389000,26570,26570,24700,2.03437E+12,24700,25000
باما,1399/10/20,7400,25415000,24000,24720,23750,6.08741E+11,23750,23950
باما,1399/10/21,28302,99482000,23110,24590,22760,2.29813E+12,22760,23100
باما,1399/10/22,9273,28040000,22610,23060,21950,6.20257E+11,21950,22120
باما,1399/10/23,1400,3914000,21020,21020,21020,82262000000,21020,21040
باما,1399/10/24,2148,5630000,19990,19990,19990,1.12537E+11,19990,19990
باما,1399/10/27,767,2153000,19000,19000,19000,40913000000,19000,19460
باما,1399/10/29,383,1293000,18490,18490,18490,23902000000,18490,19150
باما,1399/11/20,10309,57434000,15400,15450,14090,8.24908E+11,14090,14360
باما,1399/11/21,3660,26660000,14090,15070,13950,3.97426E+11,15070,14910
باما,1399/11/25,10240,84070000,15800,15800,15500,1.32766E+12,15800,15790
باما,1399/11/26,9670,42780000,16000,16380,15480,6.70587E+11,15480,15680
باما,1399/11/27,787,2202000,15370,15370,15370,33848000000,15370,15510
باما,1399/11/28,477,1495000,15200,15200,15200,22730000000,15200,15390
باما,1399/11/29,526,2628000,15090,15090,15090,39658000000,15090,15190
باما,1399/12/02,490,1288000,14890,14890,14890,19175000000,14890,15090
باما,1399/12/03,265,913210,14790,14790,14790,13506000000,14790,15020
باما,1399/12/04,200,729998,14720,14720,14720,10746000000,14720,14970
باما,1399/12/05,544,2565000,14680,14680,14680,37656000000,14680,14780
باما,1399/12/06,566,3205000,14490,14490,14490,46447000000,14490,14550
باما,1399/12/09,233,733038,14260,14260,14260,10453000000,14260,14500
باما,1399/12/10,192,683528,14210,14210,14210,9713000000,14210,14450
باما,1399/12/11,328,968523,14170,14170,14170,13724000000,14170,14380
باما,1399/12/12,481,1570000,14100,14100,14100,22133000000,14100,14270
باما,1399/12/13,386,1041000,13990,13990,13990,14559000000,13990,14200
باما,1399/12/16,258,1123000,13920,13920,13920,15638000000,13920,14120
باما,1399/12/17,414,1319000,13840,13840,13840,18251000000,13840,14030
باما,1399/12/18,1039,5184000,13750,13750,13750,71275000000,13750,13750
باما,1399/12/19,15056,85504000,13480,13800,13480,1.15572E+12,13480,13520
باما,1400/01/17,371,1379000,13320,13320,13320,18373000000,13320,13500
باما,1400/01/18,221,810654,13230,13230,13230,10725000000,13230,13450
باما,1400/01/21,173,536086,13190,13190,13190,7071000000,13190,13420
باما,1400/01/22,131,510267,13160,13160,13160,6715000000,13160,13390
باما,1400/01/23,194,731784,13130,13130,13130,9608000000,13130,13340
باما,1400/01/24,1496,11630000,13080,13080,13080,1.52122E+11,13080,13080
باما,1400/01/25,527,2341000,12820,12820,12820,30017000000,12820,12930
باما,1400/01/28,159,897209,12680,12680,12680,11377000000,12680,12870
باما,1400/01/29,99,489703,12620,12620,12620,6180000000,12620,12840
باما,1400/01/30,133,655607,12590,12590,12590,8254000000,12590,12800
باما,1400/01/31,205,664357,12550,12550,12550,8338000000,12550,12760
باما,1400/02/01,149,498460,12380,12380,12380,6171000000,12380,12710
باما,1400/02/04,111,483405,12330,12330,12330,5960000000,12330,12660
باما,1400/02/05,77,380838,12290,12290,12290,4680000000,12290,12620
باما,1400/02/06,137,684699,12250,12250,12250,8388000000,12250,12560
باما,1400/02/07,472,2347000,12190,12190,12190,28609000000,12190,12340
باما,1400/02/08,636,2870000,11970,11970,11970,34354000000,11970,12070
باما,1400/02/11,262,1269000,11710,11710,11710,14857000000,11710,11960
باما,1400/02/12,103,532922,11610,11610,11610,6187000000,11610,11910
باما,1400/02/13,96,509593,11560,11560,11560,5891000000,11560,11870
باما,1400/02/15,195,705540,11520,11520,11520,8128000000,11520,11810
باما,1400/03/04,604,2859000,8800,8800,8800,25160000000,8800,8930
باما,1400/03/05,9114,75095000,8490,8710,8490,6.39615E+11,8490,8520
باما,1400/03/08,9235,60041000,8500,8940,8400,5.2799E+11,8940,8790
باما,1400/03/09,7080,47999000,9000,9180,8360,4.15622E+11,8360,8660
باما,1400/03/10,2898,30958000,8230,8370,8230,2.55071E+11,8230,8240
باما,1400/03/11,6094,50811000,7830,8190,7830,3.99029E+11,7830,7850
باما,1400/03/12,2382,26052000,7800,8240,7800,2.12496E+11,8240,8160
باما,1400/03/17,895,23656000,8560,8560,8560,2.02495E+11,8560,8560
باما,1400/03/18,12788,130691000,8980,8980,8580,1.16357E+12,8680,8900
باما,1400/03/19,5277,41660000,8620,8680,8460,3.53622E+11,8500,8490
باما,1400/03/22,3510,19758000,8500,8700,8160,1.65622E+11,8300,8380
باما,1400/03/23,3814,22676000,8280,8430,8010,1.8555E+11,8190,8180
باما,1400/03/24,4467,35307000,8210,8570,8160,2.93823E+11,8440,8320
باما,1400/03/25,3603,22264000,8560,8580,8120,1.85695E+11,8200,8340
باما,1400/03/26,6066,78146000,8270,8750,8070,6.78856E+11,8750,8690
باما,1400/03/29,5055,35235000,8850,8900,8440,3.06585E+11,8720,8700
باما,1400/03/30,4152,30282000,8690,8800,8320,2.5611E+11,8360,8460
باما,1400/03/31,3384,21913000,8350,8530,8220,1.83211E+11,8350,8360
باما,1400/04/01,3411,25348000,8350,8730,8330,2.17287E+11,8590,8570
باما,1400/04/02,5526,56883000,8630,8990,8460,5.04425E+11,8930,8870
باما,1400/04/05,8390,76419000,9000,9310,8950,7.06465E+11,9130,9240
باما,1400/04/28,1640,16399000,11700,12110,11700,1.96887E+11,12110,12010
باما,1400/05/04,11867,86051000,12610,12610,12200,1.07265E+12,12340,12470
باما,1400/05/05,9751,62568000,12300,12600,11850,7.50233E+11,11850,11990
باما,1400/05/06,8104,49844000,11900,12500,11500,6.05698E+11,12130,12150
باما,1400/05/09,7332,41960000,12300,12530,11900,5.11971E+11,12030,12200
باما,1400/05/10,7850,46271000,12120,12150,11590,5.43726E+11,11590,11750
باما,1400/05/11,7162,48989000,11550,12090,11280,5.67383E+11,11610,11580
باما,1400/05/12,2854,43859000,11590,12150,11590,5.3211E+11,12150,12130
باما,1400/05/13,9899,73302000,12320,12580,11830,8.92996E+11,12110,12180
باما,1400/05/16,9807,56123000,12170,12170,11580,6.53476E+11,11590,11640
باما,1400/05/17,6818,41589000,11540,12220,11410,4.97357E+11,11960,11960
باما,1400/05/18,5619,27457000,12100,12160,11750,3.26153E+11,11810,11880
باما,1400/05/19,6676,39362000,11800,12120,11600,4.65683E+11,11980,11830
باما,1400/05/20,5809,35442000,12000,12230,11890,4.25573E+11,12000,12010
باما,1400/05/23,6058,33218000,12180,12180,11600,3.90494E+11,11810,11760
باما,1400/05/24,5073,28270000,11520,12100,11520,3.37134E+11,11900,11930
باما,1400/05/31,8138,46779000,12020,12160,11670,5.56379E+11,11730,11890
باما,1400/06/01,7317,61631000,11800,12480,11450,7.46451E+11,12480,12110
باما,1400/06/02,706,6766000,12710,12710,12710,85994000000,12710,12710
باما,1400/06/03,1581,27269000,13340,13340,13340,3.63769E+11,13340,13340
باما,1400/06/06,22487,162677000,13510,14000,13400,2.23846E+12,13800,13760
باما,1400/06/07,16953,96496000,13990,14440,13480,1.35818E+12,13710,14080
باما,1400/06/08,5292,32047000,13500,13890,13380,4.31894E+11,13380,13480
باما,1400/06/09,11558,92682000,12810,13900,12810,1.21447E+12,12970,13100
باما,1400/06/10,7873,62373000,13100,13750,13000,8.48104E+11,13750,13600
